车辆ID,左车道速度,右车道速度,总平均速度
car5821,20.22,13.9,19.89
car5831,20.85,,20.85
car5833,10.42,,10.42
car5838,14.75,,14.75
car5843,9.49,,9.49
car5849,17.48,,17.48
car5864,10.97,,10.97
car5865,9.01,,9.01
car5866,22.38,,22.38
car587,25.02,,25.02
car5877,13.17,,13.17
car5887,8.31,,8.31
car5891,14.41,,14.41
car5895,10.46,,10.46
car5903,20.12,15.81,18.63
car5913,7.4,,7.4
car5916,0.81,,0.81
car5920,20.77,,20.77
car5930,20.77,23.4,20.9
car5935,24.79,,24.79
car5936,16.86,,16.86
car5940,17.45,,17.45
car5941,10.83,,10.83
car5954,12.5,12.49,12.5
car5955,16.57,,16.57
car5961,22.65,,22.65
car5969,20.54,,20.54
car597,23.59,,23.59
car5982,21.4,,21.4
car5984,13.58,,13.58
car5988,19.29,,19.29
car5990,18.3,,18.3
car5995,23.53,,23.53
car5996,26.1,,26.1
car6,23.42,,23.42
car6008,18.69,,18.69
car6014,19.09,,19.09
car6018,19.64,,19.64
car6021,11.93,,11.93
car6031,29.88,,29.88
car6044,14.15,,14.15
car6047,10.97,,10.97
car6055,18.19,,18.19
car6057,28.1,,28.1
car6063,18.37,19.13,18.63
car607,23.96,,23.96
car6071,18.32,,18.32
car6085,18.39,,18.39
car6087,9.64,,9.64
car6090,27.46,,27.46
car61,24.27,,24.27
car6102,24.06,,24.06
car6104,13.14,,13.14
car6107,18.51,,18.51
car6116,26.71,,26.71
car6121,24.97,,24.97
car6123,9.34,,9.34
car6125,20.83,,20.83
car6130,16.93,16.82,16.91
car6132,22.75,19.5,21.81
car6135,21.46,,21.46
car6137,24.85,,24.85
car6139,25.02,22.1,24.33
car6141,17.05,,17.05
car6142,20.51,,20.51
car6147,33.0,,33.0
car6149,24.49,23.0,24.45
car6153,26.3,23.0,24.39
car6155,22.77,,22.77
car6156,17.23,,17.23
car6165,19.73,12.54,17.62
car6172,21.61,,21.61
car6178,17.96,,17.96
car6187,28.6,,28.6
car6192,19.65,13.14,18.76
car6194,19.41,12.36,18.22
car620,24.85,,24.85
car6200,16.5,,16.5
car6206,14.36,,14.36
car621,29.56,,29.56
car6211,8.13,,8.13
car6212,12.4,10.17,12.02
car6216,12.39,,12.39
car6217,7.96,6.88,7.71
car6230,12.36,,12.36
car6233,14.86,0.8,13.64
car6237,14.7,,14.7
car6241,14.46,,14.46
car625,30.6,,30.6
car6250,2.88,0.9,2.77
car6254,15.08,,15.08
car6260,16.13,,16.13
car6264,7.28,3.32,6.49
car6265,16.69,,16.69
car6266,11.08,,11.08
car6273,12.41,10.97,12.14
car6281,12.8,,12.8
car6282,13.79,,13.79
car6297,11.62,,11.62
car6305,16.24,16.6,16.32
car6308,10.22,,10.22
car6309,14.32,15.7,14.46
car6312,17.1,,17.1
car6314,14.91,,14.91
car6317,17.13,,17.13
car6326,18.16,,18.16
car6337,15.4,,15.4
car6345,10.94,,10.94
car6365,18.04,13.8,17.33
car6367,15.5,,15.5
car6369,18.0,,18.0
car6374,16.17,,16.17
car638,28.12,,28.12
car6383,19.82,,19.82
car6389,11.99,,11.99
car6392,11.88,,11.88
car64,24.86,18.3,24.68
car640,15.86,,15.86
car6401,12.6,,12.6
car6427,13.28,,13.28
car644,20.52,,20.52
car6440,11.92,6.11,11.44
car6445,18.84,,18.84
car6452,11.47,6.26,9.93
car6456,14.11,,14.11
car6457,15.81,7.37,13.29
car6461,15.37,,15.37
car6466,12.81,8.96,11.62
car6490,7.36,,7.36
car6493,6.52,,6.52
car6494,9.93,,9.93
car6503,7.0,,7.0
car6507,20.62,,20.62
car651,19.13,,19.13
car6530,7.68,,7.68
car6531,13.43,,13.43
car654,23.21,,23.21
car6545,8.03,,8.03
car6548,7.95,,7.95
car6551,10.28,,10.28
car6553,10.42,,10.42
car6554,18.35,,18.35
car6560,11.6,,11.6
car6578,8.9,,8.9
car6580,13.02,,13.02
car6594,10.34,,10.34
car6604,11.88,,11.88
car6605,12.46,15.0,13.87
car6614,14.36,,14.36
car6621,18.23,,18.23
car6629,12.01,11.85,11.93
car663,22.92,,22.92
car6636,15.95,,15.95
car6638,18.5,,18.5
car6641,19.32,,19.32
car6646,17.1,,17.1
car6653,16.4,,16.4
car6668,21.2,22.2,21.23
car6671,18.08,14.9,18.06
car6675,19.1,,19.1
car668,15.27,,15.27
car6680,21.71,,21.71
car6682,21.97,,21.97
car6695,22.14,,22.14
car6703,18.57,,18.57
car6707,1.5,,1.5
car6714,22.6,20.3,22.57
car6715,21.04,,21.04
car6718,20.52,,20.52
car6728,23.27,,23.27
car6733,7.17,,7.17
car6736,19.89,,19.89
car6757,21.44,,21.44
car6768,26.23,,26.23
car6773,13.43,,13.43
car6778,25.0,,25.0
car6779,22.53,,22.53
car6781,15.35,,15.35
car6784,19.22,,19.22
car679,19.25,,19.25
car6792,24.78,,24.78
car6802,15.64,,15.64
car6809,22.11,,22.11
car6813,24.62,,24.62
car6816,24.91,,24.91
car682,24.53,,24.53
car6820,25.75,,25.75
car6827,23.16,,23.16
car6831,14.48,,14.48
car6839,23.4,,23.4
car6841,24.64,,24.64
car6845,21.12,,21.12
car6858,20.34,,20.34
car686,24.76,,24.76
car6869,21.61,,21.61
car6888,12.79,,12.79
car6894,23.11,,23.11
car6901,27.01,,27.01
car6908,10.11,,10.11
car6910,20.54,,20.54
car6929,22.21,,22.21
car693,22.75,,22.75
car6930,26.84,,26.84
car6935,13.58,,13.58
car6937,15.51,,15.51
car6943,21.2,,21.2
car6944,20.06,,20.06
car6945,15.1,,15.1
car6947,19.43,,19.43
car6955,22.97,,22.97
car697,19.05,,19.05
car6974,16.24,,16.24
car6986,5.97,,5.97
car6988,16.23,,16.23
car6990,20.33,,20.33
car6997,19.51,,19.51
car6998,17.46,,17.46
car7,25.2,,25.2
car70,23.92,,23.92
car7015,11.47,,11.47
car7022,12.8,,12.8
car7029,5.88,,5.88
car7036,11.53,,11.53
car7042,15.68,,15.68
car7045,19.41,,19.41
car7047,15.93,,15.93
car7054,9.4,,9.4
car7064,15.65,,15.65
car7067,8.12,,8.12
car7068,19.82,,19.82
car7070,20.21,,20.21
car7073,15.71,,15.71
car7074,20.93,,20.93
car7079,4.46,,4.46
car7082,13.22,,13.22
car7094,16.69,,16.69
car7097,9.62,,9.62
car7107,3.27,,3.27
car7112,12.96,,12.96
car7118,14.2,,14.2
car7120,13.84,,13.84
car7122,26.57,,26.57
car7126,13.99,,13.99
car7131,14.83,,14.83
car7134,18.65,,18.65
car7148,14.7,,14.7
car7149,12.2,,12.2
car7152,15.38,,15.38
car7160,7.65,,7.65
car7165,12.04,18.9,12.12
car7176,10.97,,10.97
car7178,11.35,,11.35
car72,23.11,,23.11
car7207,0.1,,0.1
car7209,37.16,,37.16
car7221,9.58,,9.58
car7223,7.79,,7.79
car724,14.52,,14.52
car7241,9.79,,9.79
car7270,8.34,,8.34
car7282,19.22,,19.22
car7286,19.02,,19.02
car7306,28.73,,28.73
car7308,29.91,,29.91
car7325,17.4,,17.4
car7329,10.9,,10.9
car7341,21.47,,21.47
car7343,1.97,,1.97
car7344,21.79,,21.79
car7360,21.81,,21.81
car7362,35.6,,35.6
car7366,28.87,,28.87
car7369,28.77,,28.77
car7372,24.65,,24.65
car7373,14.87,,14.87
car7383,24.29,,24.29
car7386,23.92,,23.92
car7388,27.57,,27.57
car7392,40.53,,40.53
car7399,17.2,,17.2
car7404,28.32,,28.32
car7413,21.66,,21.66
car7414,34.17,,34.17
car7416,27.32,,27.32
car7418,39.8,,39.8
car742,28.29,,28.29
car7420,27.79,,27.79
car7424,18.12,,18.12
car7427,18.93,,18.93
car7430,29.74,22.59,28.45
car7435,26.32,,26.32
car7439,20.44,,20.44
car7440,29.95,,29.95
car745,21.55,,21.55
car7459,23.61,,23.61
car7474,22.17,,22.17
car7484,23.57,,23.57
car7488,27.08,,27.08
car7492,27.58,,27.58
car7497,24.59,,24.59
car750,27.25,,27.25
car7510,29.89,,29.89
car7512,30.34,,30.34
car7517,32.36,,32.36
car7528,26.86,,26.86
car7536,25.55,,25.55
car7539,23.6,,23.6
car7544,26.73,,26.73
car7552,32.65,,32.65
car7556,26.05,,26.05
car7562,22.55,,22.55
car7567,25.93,,25.93
car7568,21.2,,21.2
car7570,22.51,,22.51
car7574,25.36,,25.36
car7578,22.25,,22.25
car758,26.54,,26.54
car7583,22.28,,22.28
car7587,22.0,,22.0
car7591,26.1,,26.1
car760,21.49,,21.49
car7600,23.28,,23.28
car7602,22.06,,22.06
car7608,25.96,,25.96
car7616,18.32,,18.32
car7626,22.24,,22.24
car763,19.98,,19.98
car7632,15.0,,15.0
car7641,16.0,,16.0
car7647,8.01,,8.01
car7660,22.12,,22.12
car7662,26.06,,26.06
car7667,17.28,,17.28
car7668,14.34,,14.34
car7670,17.16,,17.16
car7672,13.14,,13.14
car7673,19.09,,19.09
car7674,8.57,,8.57
car7689,23.37,,23.37
car7698,15.15,,15.15
car7700,14.88,,14.88
car7715,14.31,,14.31
car7719,0.71,,0.71
car7724,5.62,,5.62
car7732,11.81,,11.81
car7749,8.22,,8.22
car7753,7.0,,7.0
car7756,9.29,,9.29
car776,21.38,,21.38
car7762,1.64,,1.64
car779,29.66,,29.66
car7792,13.65,,13.65
car7795,23.29,,23.29
car7833,14.29,,14.29
car7837,18.76,,18.76
car7839,26.53,,26.53
car7842,16.76,,16.76
car7860,21.27,,21.27
car7861,23.13,,23.13
car7868,20.73,,20.73
car7873,21.36,,21.36
car7876,10.31,,10.31
car7877,21.17,,21.17
car7878,10.7,,10.7
car788,25.89,,25.89
car7881,28.5,,28.5
car7884,27.83,,27.83
car7890,20.86,,20.86
car7894,22.94,,22.94
car7895,33.6,,33.6
car7896,24.05,,24.05
car7906,2.67,,2.67
car7909,23.66,,23.66
car7911,24.17,,24.17
car7917,29.0,,29.0
car7921,21.06,,21.06
car7922,28.9,,28.9
car7925,28.38,,28.38
car7928,11.41,,11.41
car7943,20.71,,20.71
car7952,16.49,,16.49
car7955,18.68,,18.68
car7957,16.23,,16.23
car796,6.6,,6.6
car7964,15.41,,15.41
car7965,4.31,,4.31
car7969,11.94,,11.94
car8003,14.97,,14.97
car8004,16.2,,16.2
car8006,15.31,,15.31
car8030,13.13,,13.13
car8036,8.37,,8.37
car8044,11.74,,11.74
car8050,14.89,,14.89
car8056,11.38,,11.38
car8063,10.42,,10.42
car8066,16.1,,16.1
car8069,26.6,,26.6
car807,24.67,,24.67
car8073,18.46,,18.46
car8075,16.46,,16.46
car8077,17.79,,17.79
car8081,19.81,,19.81
car8083,33.34,,33.34
car8085,16.47,,16.47
car8092,24.82,,24.82
car8100,24.91,,24.91
car8101,20.3,,20.3
car8111,26.34,,26.34
car812,14.48,,14.48
car8127,21.97,,21.97
car8139,11.74,,11.74
car8144,10.91,,10.91
car8153,17.67,,17.67
car816,10.73,,10.73
car8162,18.62,,18.62
car8172,22.2,,22.2
car8177,18.22,,18.22
car8179,33.42,,33.42
car8190,33.9,,33.9
car8197,29.44,,29.44
car8202,32.99,,32.99
car8208,20.55,,20.55
car8212,22.19,,22.19
car8215,23.25,,23.25
car8217,28.67,,28.67
car8219,29.31,,29.31
car8226,17.5,,17.5
car8230,16.45,,16.45
car8237,21.79,,21.79
car8238,23.05,,23.05
car8258,28.38,,28.38
car8272,30.72,,30.72
car8276,25.66,,25.66
car8280,18.48,,18.48
car8284,19.99,,19.99
car8288,32.66,,32.66
car8289,32.63,,32.63
car8301,37.04,,37.04
car8303,20.16,,20.16
car8311,34.29,,34.29
car8312,35.27,,35.27
car8313,23.95,,23.95
car832,29.03,,29.03
car8326,18.03,16.4,17.99
car8336,23.17,,23.17
car8338,27.43,,27.43
car8339,37.5,,37.5
car834,28.3,,28.3
car8350,32.53,,32.53
car8354,23.73,,23.73
car8355,26.59,,26.59
car8358,35.96,,35.96
car8364,30.75,,30.75
car8365,22.35,,22.35
car8369,26.29,,26.29
car8372,29.48,,29.48
car8384,28.51,,28.51
car8386,33.07,,33.07
car8391,28.31,,28.31
car8392,26.8,,26.8
car8400,20.76,,20.76
car8405,26.87,,26.87
car8407,18.17,,18.17
car8410,26.6,,26.6
car8425,11.47,,11.47
car8429,20.42,,20.42
car8431,24.08,,24.08
car8433,19.4,,19.4
car8434,15.18,,15.18
car8438,16.4,,16.4
car8445,25.81,,25.81
car8450,25.8,,25.8
car8454,25.04,,25.04
car8456,8.62,,8.62
car8465,23.0,,23.0
car8475,17.5,,17.5
car8479,16.4,,16.4
car848,21.91,,21.91
car8490,37.46,,37.46
car8496,17.64,,17.64
car8501,19.1,,19.1
car8506,17.16,,17.16
car851,28.75,,28.75
car8511,16.18,,16.18
car8521,9.94,,9.94
car8522,17.58,,17.58
car8524,22.14,,22.14
car8542,12.92,,12.92
car8548,11.34,,11.34
car8549,16.43,,16.43
car855,29.18,,29.18
car8557,20.68,,20.68
car857,13.96,,13.96
car8571,15.69,,15.69
car8572,17.68,,17.68
car8576,12.94,,12.94
car858,18.95,,18.95
car8588,8.6,,8.6
car8589,16.55,,16.55
car859,18.22,,18.22
car8591,18.26,,18.26
car8595,10.64,,10.64
car8598,6.63,,6.63
car8600,20.07,,20.07
car8607,6.9,,6.9
car8610,19.7,,19.7
car8615,16.65,,16.65
car8616,23.84,,23.84
car8629,10.13,,10.13
car8633,7.97,,7.97
car8644,16.02,,16.02
car8645,15.03,,15.03
car8658,22.46,,22.46
car8659,20.08,,20.08
car867,16.94,,16.94
car8671,15.08,,15.08
car8674,21.26,,21.26
car8680,16.3,,16.3
car8684,17.47,,17.47
car8686,14.02,,14.02
car8696,10.89,,10.89
car8699,18.15,,18.15
car87,25.01,,25.01
car8700,25.13,,25.13
car8726,21.88,,21.88
car8733,19.32,,19.32
car8736,17.36,,17.36
car874,22.04,,22.04
car8751,25.37,,25.37
car8753,27.31,,27.31
car8757,19.79,,19.79
car8766,14.75,,14.75
car877,30.8,,30.8
car8770,25.04,,25.04
car8775,15.35,,15.35
car8799,20.14,,20.14
car8811,27.02,,27.02
car8812,19.18,,19.18
car8817,11.99,,11.99
car8819,29.9,,29.9
car882,31.1,,31.1
car8839,24.62,,24.62
car8841,19.74,,19.74
car8848,41.4,,41.4
car8851,31.81,,31.81
car8865,23.4,,23.4
car8867,24.33,,24.33
car887,22.71,,22.71
car8870,22.81,,22.81
car8875,31.8,,31.8
car8877,30.0,,30.0
car8886,26.43,,26.43
car8888,29.34,,29.34
car8892,28.73,,28.73
car8901,30.34,,30.34
car8907,30.67,,30.67
car8914,30.19,,30.19
car892,30.8,,30.8
car8921,39.71,,39.71
car8932,27.09,,27.09
car8938,36.06,,36.06
car8940,31.29,,31.29
car8945,40.2,,40.2
car895,21.59,,21.59
car8956,30.16,,30.16
car8963,32.41,,32.41
car8967,27.39,,27.39
car8969,34.47,,34.47
car8986,33.11,,33.11
car8993,34.4,,34.4
car8998,33.16,,33.16
car9002,28.38,,28.38
car9006,30.81,,30.81
car9008,22.55,,22.55
car901,9.89,,9.89
car9020,31.32,,31.32
car9021,33.92,,33.92
car9028,17.46,,17.46
car9033,26.94,,26.94
car9034,41.13,,41.13
car9040,28.6,,28.6
car9042,27.88,,27.88
car9047,26.0,,26.0
car9057,22.7,,22.7
car9071,27.05,,27.05
car9079,27.48,,27.48
car908,20.03,,20.03
car909,21.17,,21.17
car9101,18.47,,18.47
car9109,32.47,,32.47
car9117,8.18,,8.18
car912,20.98,,20.98
car9123,27.85,,27.85
car9130,23.71,,23.71
car9135,28.72,,28.72
car9138,13.68,,13.68
car9145,30.4,,30.4
car9147,14.77,,14.77
car9149,23.79,,23.79
car9155,27.38,,27.38
car9157,25.26,,25.26
car9161,25.61,,25.61
car9166,12.17,,12.17
car9172,30.0,,30.0
car9176,22.85,,22.85
car9177,12.49,,12.49
car9186,19.98,,19.98
car9195,14.45,,14.45
car9200,18.05,,18.05
car9204,23.16,,23.16
car9234,23.03,,23.03
car9236,82.2,,82.2
car9242,17.4,,17.4
car9255,29.78,,29.78
car926,18.9,,18.9
car9267,21.59,,21.59
car9271,16.24,,16.24
car9276,19.35,,19.35
car9281,14.45,,14.45
car9288,15.96,,15.96
car9290,16.16,,16.16
car9306,27.31,,27.31
car9308,16.1,,16.1
car9311,31.16,,31.16
car932,26.66,,26.66
car9320,20.87,,20.87
car9326,34.78,,34.78
car9327,21.11,,21.11
car9334,29.4,,29.4
car9335,22.14,,22.14
car9346,32.03,,32.03
car9350,31.42,,31.42
car9357,28.54,,28.54
car9358,26.39,,26.39
car9359,30.86,,30.86
car9362,27.05,,27.05
car9365,24.85,,24.85
car9366,27.29,,27.29
car9372,29.75,,29.75
car9373,36.98,,36.98
car9379,26.78,,26.78
car9382,38.11,,38.11
car9383,31.44,,31.44
car9386,31.84,,31.84
car9390,30.13,,30.13
car9395,30.52,,30.52
car9402,29.68,,29.68
car9404,36.63,,36.63
car9406,31.14,,31.14
car9418,26.69,,26.69
car9423,27.42,,27.42
car9426,34.82,,34.82
car9429,20.25,,20.25
car943,22.6,,22.6
car9433,32.3,,32.3
car9451,26.12,,26.12
car9453,26.41,,26.41
car9461,26.72,,26.72
car9463,21.56,,21.56
car9466,24.2,,24.2
car9469,15.22,,15.22
car9476,21.98,,21.98
car9483,14.2,,14.2
car9486,15.47,,15.47
car9489,13.56,,13.56
car9490,15.71,,15.71
car9493,23.0,,23.0
car9498,20.97,,20.97
car9509,23.73,,23.73
car9526,12.0,,12.0
car9542,12.32,,12.32
car9552,14.51,,14.51
car9563,16.38,,16.38
car9571,21.59,,21.59
car9573,17.9,,17.9
car9575,17.14,,17.14
car9578,14.5,,14.5
car9580,16.46,,16.46
car9582,21.88,,21.88
car9585,21.31,,21.31
car959,16.63,,16.63
car9592,28.46,,28.46
car9595,21.06,,21.06
car9601,23.65,,23.65
car9608,26.75,,26.75
car9611,15.1,,15.1
car962,7.8,,7.8
car9627,21.1,,21.1
car9637,30.73,,30.73
car9638,26.48,,26.48
car9639,23.56,,23.56
car9644,28.74,,28.74
car9647,25.56,,25.56
car9651,25.26,,25.26
car9658,29.19,,29.19
car9660,25.86,,25.86
car9669,29.77,,29.77
car9675,21.94,,21.94
car968,19.31,,19.31
car9683,20.99,,20.99
car9685,28.18,,28.18
car9686,16.87,,16.87
car9693,23.0,,23.0
car9697,22.65,,22.65
car970,13.57,,13.57
car9703,19.26,,19.26
car9706,23.68,,23.68
car971,10.06,,10.06
car9712,18.76,,18.76
car9724,23.86,,23.86
car9734,25.36,,25.36
car9736,18.61,,18.61
car974,24.35,,24.35
car9741,18.23,,18.23
car9743,15.14,,15.14
car9747,21.02,,21.02
car9750,21.04,,21.04
car9755,18.98,,18.98
car9776,12.55,,12.55
car9777,9.34,,9.34
car9778,17.53,,17.53
car9793,19.32,,19.32
car9794,15.36,,15.36
car98,14.18,,14.18
car9806,19.74,,19.74
car9809,1.6,,1.6
car9812,20.3,,20.3
car9814,15.9,,15.9
car9826,12.96,,12.96
car9833,29.16,,29.16
car9834,20.1,,20.1
car9836,18.68,,18.68
car9841,12.94,,12.94
car9842,17.35,,17.35
car9857,24.64,,24.64
car9858,22.71,,22.71
car9862,28.21,,28.21
car9866,25.4,,25.4
car987,17.76,,17.76
car9873,25.25,,25.25
car9876,27.81,,27.81
car9880,28.59,,28.59
car9885,27.67,,27.67
car9890,23.73,,23.73
car99,20.68,,20.68
car9907,25.07,,25.07
car9908,28.63,,28.63
car9910,28.62,,28.62
car9912,25.55,,25.55
car9913,29.79,,29.79
car9923,25.93,,25.93
car9925,30.86,,30.86
car9928,27.14,,27.14
car9932,26.77,,26.77
car9941,29.98,,29.98
car9950,30.14,,30.14
car9952,31.38,,31.38
car9955,25.86,,25.86
car9956,32.49,,32.49
car9964,45.35,,45.35
car9969,29.33,,29.33
car9970,30.18,,30.18
car9975,35.85,,35.85
car9976,30.35,,30.35
car998,23.31,,23.31
car9981,28.41,,28.41
car9984,24.73,,24.73
car9994,17.69,,17.69
car9998,31.37,,31.37
truck1,,19.9,19.9
truck10,21.15,22.0,21.21
truck10002,25.59,,25.59
truck10004,21.1,,21.1
truck1001,21.62,,21.62
truck10012,21.03,,21.03
truck10018,17.12,,17.12
truck10032,26.45,,26.45
truck10034,26.48,,26.48
truck10074,12.06,,12.06
truck10084,16.2,,16.2
truck10090,22.25,,22.25
truck10092,20.69,,20.69
truck10107,12.1,,12.1
truck1011,17.41,,17.41
truck1014,32.45,,32.45
truck10152,40.81,,40.81
truck10166,11.96,,11.96
truck10180,21.6,,21.6
truck10186,17.3,,17.3
truck10188,21.42,,21.42
truck10193,16.55,,16.55
truck10198,15.7,,15.7
truck10209,14.5,,14.5
truck10214,30.5,,30.5
truck10226,17.2,,17.2
truck1024,25.12,,25.12
truck10248,11.43,,11.43
truck10271,24.99,,24.99
truck10281,10.4,,10.4
truck10286,16.63,,16.63
truck10291,16.64,,16.64
truck103,28.6,,28.6
truck1030,20.95,,20.95
truck10308,16.4,,16.4
truck1031,25.0,,25.0
truck10312,22.67,,22.67
truck10316,20.4,,20.4
truck10321,9.4,,9.4
truck10324,22.5,,22.5
truck10339,20.74,,20.74
truck10350,22.04,,22.04
truck1036,26.99,,26.99
truck10364,17.15,,17.15
truck10385,28.01,,28.01
truck10386,23.14,,23.14
truck104,28.74,,28.74
truck10416,31.65,,31.65
truck10419,23.85,,23.85
truck10432,29.6,,29.6
truck10436,28.16,,28.16
truck10438,33.82,,33.82
truck1044,21.57,,21.57
truck10440,23.1,,23.1
truck10442,28.23,,28.23
truck10446,28.7,,28.7
truck10456,31.26,,31.26
truck10458,48.93,,48.93
truck10460,28.3,,28.3
truck10464,28.19,,28.19
truck10465,36.4,,36.4
truck10466,29.5,,29.5
truck10473,31.24,,31.24
truck10477,42.35,,42.35
truck10479,28.63,,28.63
truck1048,37.23,,37.23
truck10481,33.8,,33.8
truck10500,36.63,,36.63
truck10501,27.69,,27.69
truck10521,28.3,,28.3
truck10525,31.17,,31.17
truck10529,35.98,,35.98
truck10535,32.8,,32.8
truck10539,36.03,,36.03
truck10544,32.35,,32.35
truck10548,35.1,,35.1
truck1056,30.5,,30.5
truck10560,33.55,,33.55
truck10572,34.1,,34.1
truck1058,24.05,,24.05
truck10583,31.21,,31.21
truck10585,32.04,,32.04
truck10586,34.8,,34.8
truck10588,23.74,,23.74
truck10596,33.8,,33.8
truck10597,29.2,,29.2
truck106,27.5,,27.5
truck10600,22.39,,22.39
truck10608,17.9,,17.9
truck10611,33.97,,33.97
truck1062,29.29,,29.29
truck10621,26.8,,26.8
truck10629,30.56,,30.56
truck10632,30.13,,30.13
truck10654,32.3,,32.3
truck10675,22.7,,22.7
truck10685,18.4,,18.4
truck1069,25.77,,25.77
truck10694,22.9,,22.9
truck10697,19.35,,19.35
truck10700,9.7,,9.7
truck10705,22.6,,22.6
truck1071,34.58,,34.58
truck10710,24.21,,24.21
truck10712,27.17,,27.17
truck10728,31.22,,31.22
truck10734,39.81,,39.81
truck10735,19.28,,19.28
truck10736,24.33,,24.33
truck10738,19.6,,19.6
truck1075,30.89,,30.89
truck1076,27.85,,27.85
truck10761,23.09,,23.09
truck10765,21.65,,21.65
truck10766,34.11,,34.11
truck10775,17.76,,17.76
truck10779,23.04,,23.04
truck10781,33.42,,33.42
truck10783,19.75,,19.75
truck10787,21.6,,21.6
truck108,21.39,18.1,21.31
truck10800,29.12,,29.12
truck10803,21.25,,21.25
truck10805,33.44,,33.44
truck10806,27.03,,27.03
truck1081,43.65,,43.65
truck10813,21.89,,21.89
truck10830,26.49,,26.49
truck1084,36.07,,36.07
truck10864,12.12,,12.12
truck10870,26.24,,26.24
truck10877,15.4,,15.4
truck10880,21.0,,21.0
truck10881,20.1,,20.1
truck10885,21.5,,21.5
truck10896,16.6,,16.6
truck1090,25.66,,25.66
truck10900,20.02,,20.02
truck10906,20.7,,20.7
truck10910,13.55,,13.55
truck1092,37.92,,37.92
truck10921,22.61,,22.61
truck10924,20.23,,20.23
truck10925,26.22,,26.22
truck10927,18.48,,18.48
truck10928,17.12,,17.12
truck10934,21.83,,21.83
truck10935,21.66,,21.66
truck10955,4.4,,4.4
truck10963,14.94,,14.94
truck10982,20.84,,20.84
truck10987,20.48,,20.48
truck1099,35.46,,35.46
truck10994,20.28,,20.28
truck11000,49.8,,49.8
truck11003,18.7,,18.7
truck11013,25.0,,25.0
truck11014,36.72,,36.72
truck11017,29.87,,29.87
truck11018,27.8,,27.8
truck1102,37.72,,37.72
truck11020,28.12,,28.12
truck11027,28.59,,28.59
truck11028,35.68,,35.68
truck11029,24.65,,24.65
truck11033,23.26,,23.26
truck11034,18.5,,18.5
truck11041,32.13,,32.13
truck11042,13.53,,13.53
truck11054,33.3,,33.3
truck11056,35.2,,35.2
truck11059,23.6,,23.6
truck11062,28.01,,28.01
truck1107,41.34,,41.34
truck11085,30.15,,30.15
truck11089,34.89,,34.89
truck1110,26.78,,26.78
truck11110,32.4,,32.4
truck11122,19.68,,19.68
truck11128,24.59,,24.59
truck11129,34.96,,34.96
truck11132,43.36,,43.36
truck11136,34.1,,34.1
truck11145,2.61,,2.61
truck11149,15.94,,15.94
truck11153,19.7,,19.7
truck11160,28.1,,28.1
truck11162,15.09,,15.09
truck1117,35.4,,35.4
truck11174,9.5,,9.5
truck11186,18.8,,18.8
truck11189,25.57,,25.57
truck1119,41.94,,41.94
truck11198,20.6,,20.6
truck11215,8.0,,8.0
truck11219,20.63,,20.63
truck11221,9.87,,9.87
truck11231,13.44,,13.44
truck1124,34.1,,34.1
truck11256,5.31,,5.31
truck1126,37.2,,37.2
truck11264,29.49,,29.49
truck11272,18.4,,18.4
truck1128,38.25,,38.25
truck11281,24.84,,24.84
truck11290,27.3,,27.3
truck11291,24.59,,24.59
truck11293,24.43,,24.43
truck11299,23.0,,23.0
truck1130,35.4,,35.4
truck11303,23.51,,23.51
truck11308,26.2,,26.2
truck1131,40.0,,40.0
truck11310,21.59,,21.59
truck11316,23.3,,23.3
truck11320,25.5,,25.5
truck11323,26.94,,26.94
truck11328,25.65,,25.65
truck11333,25.5,,25.5
truck11339,28.72,,28.72
truck11343,22.81,,22.81
truck11344,27.4,,27.4
truck11353,27.33,,27.33
truck11356,24.83,,24.83
truck11358,22.06,,22.06
truck11365,23.6,,23.6
truck1137,30.97,,30.97
truck11374,21.88,,21.88
truck11375,23.8,,23.8
truck11376,23.29,,23.29
truck11378,25.82,,25.82
truck11385,26.33,,26.33
truck11407,27.3,,27.3
truck11408,28.44,,28.44
truck11425,26.04,,26.04
truck1143,32.74,,32.74
truck11436,34.65,,34.65
truck1144,35.8,,35.8
truck11447,25.25,,25.25
truck11459,23.87,,23.87
truck11463,32.1,,32.1
truck11477,24.33,,24.33
truck11482,24.31,,24.31
truck11494,27.17,,27.17
truck11497,27.24,,27.24
truck11504,27.8,,27.8
truck11507,33.03,,33.03
truck11508,28.3,,28.3
truck11513,17.11,,17.11
truck11521,23.89,,23.89
truck11526,34.97,,34.97
truck11527,23.0,,23.0
truck11531,21.76,,21.76
truck11538,21.5,,21.5
truck1154,34.8,,34.8
truck11540,32.07,,32.07
truck11547,20.4,,20.4
truck11554,34.4,,34.4
truck11556,15.0,,15.0
truck11564,37.32,,37.32
truck11575,27.73,,27.73
truck11577,30.22,,30.22
truck11584,27.04,,27.04
truck11585,19.1,,19.1
truck11588,12.58,,12.58
truck1159,124.1,,124.1
truck11623,23.33,,23.33
truck11629,22.3,,22.3
truck1163,35.26,,35.26
truck11658,27.0,,27.0
truck11672,19.17,,19.17
truck1168,42.77,,42.77
truck11682,28.11,,28.11
truck11684,27.31,,27.31
truck11685,26.3,,26.3
truck11688,24.72,,24.72
truck11694,19.65,,19.65
truck11695,26.82,,26.82
truck11704,26.28,,26.28
truck11706,22.6,,22.6
